data_dte,Year,Month,usg_apt_id,usg_apt,Total,Passengers
01/01/1990,1990,1,11433,DTW,2708,31933
01/01/1990,1990,1,11433,DTW,520,
01/01/1990,1990,1,11433,DTW,417,
01/01/1990,1990,1,11433,DTW,1410,
01/01/1990,1990,1,11433,DTW,2497,
01/01/1990,1990,1,11433,DTW,2105,
01/01/1990,1990,1,11433,DTW,1006,
01/01/1990,1990,1,11433,DTW,1068,
01/01/1990,1990,1,11433,DTW,507,
01/01/1990,1990,1,11433,DTW,2236,
01/01/1990,1990,1,11433,DTW,811,
01/01/1990,1990,1,11433,DTW,80,
01/01/1990,1990,1,11433,DTW,153,
01/01/1990,1990,1,11433,DTW,931,
01/01/1990,1990,1,11433,DTW,3073,
01/01/1990,1990,1,11433,DTW,3420,
01/01/1990,1990,1,11433,DTW,4464,
01/01/1990,1990,1,11433,DTW,4527,
02/01/1990,1990,2,11433,DTW,2163,
02/01/1990,1990,2,11433,DTW,100,
02/01/1990,1990,2,11433,DTW,278,
02/01/1990,1990,2,11433,DTW,636,
02/01/1990,1990,2,11433,DTW,2861,
02/01/1990,1990,2,11433,DTW,2567,
02/01/1990,1990,2,11433,DTW,1437,
02/01/1990,1990,2,11433,DTW,958,
02/01/1990,1990,2,11433,DTW,1973,
02/01/1990,1990,2,11433,DTW,2595,
02/01/1990,1990,2,11433,DTW,1829,
02/01/1990,1990,2,11433,DTW,611,
02/01/1990,1990,2,11433,DTW,181,
02/01/1990,1990,2,11433,DTW,293,
02/01/1990,1990,2,11433,DTW,373,
02/01/1990,1990,2,11433,DTW,1764,
02/01/1990,1990,2,11433,DTW,2679,
02/01/1990,1990,2,11433,DTW,3343,
02/01/1990,1990,2,11433,DTW,3636,
02/01/1990,1990,2,11433,DTW,3768,
02/01/1990,1990,2,11433,DTW,4171,
03/01/1990,1990,3,11433,DTW,2706,
03/01/1990,1990,3,11433,DTW,5187,
03/01/1990,1990,3,11433,DTW,1543,
03/01/1990,1990,3,11433,DTW,1676,
03/01/1990,1990,3,11433,DTW,181,
03/01/1990,1990,3,11433,DTW,566,
03/01/1990,1990,3,11433,DTW,2231,
03/01/1990,1990,3,11433,DTW,474,
03/01/1990,1990,3,11433,DTW,617,
03/01/1990,1990,3,11433,DTW,491,
03/01/1990,1990,3,11433,DTW,2731,
03/01/1990,1990,3,11433,DTW,452,
03/01/1990,1990,3,11433,DTW,3236,
03/01/1990,1990,3,11433,DTW,631,
03/01/1990,1990,3,11433,DTW,222,
03/01/1990,1990,3,11433,DTW,1007,
03/01/1990,1990,3,11433,DTW,123,
03/01/1990,1990,3,11433,DTW,163,
03/01/1990,1990,3,11433,DTW,276,
03/01/1990,1990,3,11433,DTW,319,
03/01/1990,1990,3,11433,DTW,931,
03/01/1990,1990,3,11433,DTW,1541,
03/01/1990,1990,3,11433,DTW,2937,
04/01/1990,1990,4,11433,DTW,373,
04/01/1990,1990,4,11433,DTW,2770,
04/01/1990,1990,4,11433,DTW,1035,
04/01/1990,1990,4,11433,DTW,825,
04/01/1990,1990,4,11433,DTW,302,
04/01/1990,1990,4,11433,DTW,2088,
04/01/1990,1990,4,11433,DTW,640,
04/01/1990,1990,4,11433,DTW,1841,
04/01/1990,1990,4,11433,DTW,123,
04/01/1990,1990,4,11433,DTW,409,
04/01/1990,1990,4,11433,DTW,1893,
04/01/1990,1990,4,11433,DTW,989,
04/01/1990,1990,4,11433,DTW,4437,
04/01/1990,1990,4,11433,DTW,356,
04/01/1990,1990,4,11433,DTW,3445,
04/01/1990,1990,4,11433,DTW,164,
04/01/1990,1990,4,11433,DTW,276,
04/01/1990,1990,4,11433,DTW,287,
04/01/1990,1990,4,11433,DTW,4582,
05/01/1990,1990,5,11433,DTW,123,
05/01/1990,1990,5,11433,DTW,821,
05/01/1990,1990,5,11433,DTW,100,
05/01/1990,1990,5,11433,DTW,1685,
05/01/1990,1990,5,11433,DTW,2369,
05/01/1990,1990,5,11433,DTW,2007,
05/01/1990,1990,5,11433,DTW,476,
05/01/1990,1990,5,11433,DTW,108,
05/01/1990,1990,5,11433,DTW,110,
05/01/1990,1990,5,11433,DTW,49,
05/01/1990,1990,5,11433,DTW,2920,
05/01/1990,1990,5,11433,DTW,73,
05/01/1990,1990,5,11433,DTW,245,
05/01/1990,1990,5,11433,DTW,279,
06/01/1990,1990,6,11433,DTW,221,
06/01/1990,1990,6,11433,DTW,285,
06/01/1990,1990,6,11433,DTW,184,
06/01/1990,1990,6,11433,DTW,6005,
06/01/1990,1990,6,11433,DTW,236,
06/01/1990,1990,6,11433,DTW,1496,
06/01/1990,1990,6,11433,DTW,428,
06/01/1990,1990,6,11433,DTW,1442,
06/01/1990,1990,6,11433,DTW,1684,
06/01/1990,1990,6,11433,DTW,1325,
06/01/1990,1990,6,11433,DTW,684,
06/01/1990,1990,6,11433,DTW,769,
06/01/1990,1990,6,11433,DTW,59,
06/01/1990,1990,6,11433,DTW,549,
06/01/1990,1990,6,11433,DTW,575,
06/01/1990,1990,6,11433,DTW,702,
06/01/1990,1990,6,11433,DTW,1267,
06/01/1990,1990,6,11433,DTW,1628,
07/01/1990,1990,7,11433,DTW,1990,
07/01/1990,1990,7,11433,DTW,2079,
07/01/1990,1990,7,11433,DTW,947,
07/01/1990,1990,7,11433,DTW,321,
07/01/1990,1990,7,11433,DTW,834,
07/01/1990,1990,7,11433,DTW,59,
07/01/1990,1990,7,11433,DTW,249,
07/01/1990,1990,7,11433,DTW,2345,
07/01/1990,1990,7,11433,DTW,253,
07/01/1990,1990,7,11433,DTW,609,
07/01/1990,1990,7,11433,DTW,5664,
07/01/1990,1990,7,11433,DTW,869,
07/01/1990,1990,7,11433,DTW,281,
07/01/1990,1990,7,11433,DTW,408,
08/01/1990,1990,8,11433,DTW,2080,
08/01/1990,1990,8,11433,DTW,715,
08/01/1990,1990,8,11433,DTW,1578,
08/01/1990,1990,8,11433,DTW,496,
08/01/1990,1990,8,11433,DTW,974,
08/01/1990,1990,8,11433,DTW,651,
08/01/1990,1990,8,11433,DTW,128,
08/01/1990,1990,8,11433,DTW,1065,
08/01/1990,1990,8,11433,DTW,229,
08/01/1990,1990,8,11433,DTW,250,
08/01/1990,1990,8,11433,DTW,7100,
08/01/1990,1990,8,11433,DTW,1609,
08/01/1990,1990,8,11433,DTW,272,
08/01/1990,1990,8,11433,DTW,275,
08/01/1990,1990,8,11433,DTW,359,
08/01/1990,1990,8,11433,DTW,404,
08/01/1990,1990,8,11433,DTW,566,
09/01/1990,1990,9,11433,DTW,361,
09/01/1990,1990,9,11433,DTW,1008,
09/01/1990,1990,9,11433,DTW,299,
09/01/1990,1990,9,11433,DTW,1173,
09/01/1990,1990,9,11433,DTW,195,
09/01/1990,1990,9,11433,DTW,1476,
09/01/1990,1990,9,11433,DTW,236,
09/01/1990,1990,9,11433,DTW,279,
09/01/1990,1990,9,11433,DTW,885,
09/01/1990,1990,9,11433,DTW,1090,
09/01/1990,1990,9,11433,DTW,144,
09/01/1990,1990,9,11433,DTW,271,
09/01/1990,1990,9,11433,DTW,272,
10/01/1990,1990,10,11433,DTW,494,
10/01/1990,1990,10,11433,DTW,359,
10/01/1990,1990,10,11433,DTW,1353,
10/01/1990,1990,10,11433,DTW,34,
10/01/1990,1990,10,11433,DTW,112,
10/01/1990,1990,10,11433,DTW,359,
10/01/1990,1990,10,11433,DTW,1971,
10/01/1990,1990,10,11433,DTW,156,
10/01/1990,1990,10,11433,DTW,1445,
10/01/1990,1990,10,11433,DTW,200,
10/01/1990,1990,10,11433,DTW,80,
10/01/1990,1990,10,11433,DTW,140,
10/01/1990,1990,10,11433,DTW,302,
10/01/1990,1990,10,11433,DTW,1267,
11/01/1990,1990,11,11433,DTW,1858,
11/01/1990,1990,11,11433,DTW,2074,
11/01/1990,1990,11,11433,DTW,1607,
11/01/1990,1990,11,11433,DTW,1036,
11/01/1990,1990,11,11433,DTW,748,
11/01/1990,1990,11,11433,DTW,595,
11/01/1990,1990,11,11433,DTW,73,
11/01/1990,1990,11,11433,DTW,2908,
11/01/1990,1990,11,11433,DTW,3698,
11/01/1990,1990,11,11433,DTW,3813,
11/01/1990,1990,11,11433,DTW,4960,
12/01/1990,1990,12,11433,DTW,390,
12/01/1990,1990,12,11433,DTW,1170,
12/01/1990,1990,12,11433,DTW,121,
12/01/1990,1990,12,11433,DTW,2090,
12/01/1990,1990,12,11433,DTW,150,
12/01/1990,1990,12,11433,DTW,116,
12/01/1990,1990,12,11433,DTW,3126,
12/01/1990,1990,12,11433,DTW,2934,
12/01/1990,1990,12,11433,DTW,128,
12/01/1990,1990,12,11433,DTW,650,
12/01/1990,1990,12,11433,DTW,920,
12/01/1990,1990,12,11433,DTW,301,
12/01/1990,1990,12,11433,DTW,888,
12/01/1990,1990,12,11433,DTW,513,
12/01/1990,1990,12,11433,DTW,232,
12/01/1990,1990,12,11433,DTW,331,
12/01/1990,1990,12,11433,DTW,52,
12/01/1990,1990,12,11433,DTW,390,
12/01/1990,1990,12,11433,DTW,1069,
12/01/1990,1990,12,11433,DTW,390,
12/01/1990,1990,12,11433,DTW,29,
12/01/1990,1990,12,11433,DTW,184,
12/01/1990,1990,12,11433,DTW,210,
12/01/1990,1990,12,11433,DTW,271,
12/01/1990,1990,12,11433,DTW,3041,
12/01/1990,1990,12,11433,DTW,3564,
12/01/1990,1990,12,11433,DTW,4667,
01/01/1991,1991,1,11433,DTW,1040,
01/01/1991,1991,1,11433,DTW,2340,
01/01/1991,1991,1,11433,DTW,1040,
01/01/1991,1991,1,11433,DTW,1219,
01/01/1991,1991,1,11433,DTW,978,
01/01/1991,1991,1,11433,DTW,967,
01/01/1991,1991,1,11433,DTW,130,
01/01/1991,1991,1,11433,DTW,1545,
01/01/1991,1991,1,11433,DTW,910,
01/01/1991,1991,1,11433,DTW,1401,
01/01/1991,1991,1,11433,DTW,187,
01/01/1991,1991,1,11433,DTW,2036,
01/01/1991,1991,1,11433,DTW,2941,
01/01/1991,1991,1,11433,DTW,4316,
02/01/1991,1991,2,11433,DTW,2825,
02/01/1991,1991,2,11433,DTW,1377,
02/01/1991,1991,2,11433,DTW,1133,
02/01/1991,1991,2,11433,DTW,988,
02/01/1991,1991,2,11433,DTW,3576,
02/01/1991,1991,2,11433,DTW,126,
02/01/1991,1991,2,11433,DTW,1997,
02/01/1991,1991,2,11433,DTW,2470,
02/01/1991,1991,2,11433,DTW,1040,
02/01/1991,1991,2,11433,DTW,447,
02/01/1991,1991,2,11433,DTW,1236,
02/01/1991,1991,2,11433,DTW,1040,
02/01/1991,1991,2,11433,DTW,1534,
02/01/1991,1991,2,11433,DTW,469,
02/01/1991,1991,2,11433,DTW,247,
02/01/1991,1991,2,11433,DTW,51,
02/01/1991,1991,2,11433,DTW,173,
02/01/1991,1991,2,11433,DTW,663,
02/01/1991,1991,2,11433,DTW,1615,
02/01/1991,1991,2,11433,DTW,2355,
02/01/1991,1991,2,11433,DTW,3611,
02/01/1991,1991,2,11433,DTW,3975,
03/01/1991,1991,3,11433,DTW,1888,
03/01/1991,1991,3,11433,DTW,762,
03/01/1991,1991,3,11433,DTW,1060,
03/01/1991,1991,3,11433,DTW,1300,
03/01/1991,1991,3,11433,DTW,423,
03/01/1991,1991,3,11433,DTW,3555,
03/01/1991,1991,3,11433,DTW,126,
03/01/1991,1991,3,11433,DTW,3770,
03/01/1991,1991,3,11433,DTW,1503,
03/01/1991,1991,3,11433,DTW,107,
03/01/1991,1991,3,11433,DTW,1694,
03/01/1991,1991,3,11433,DTW,1372,
03/01/1991,1991,3,11433,DTW,1300,
03/01/1991,1991,3,11433,DTW,744,
03/01/1991,1991,3,11433,DTW,1339,
03/01/1991,1991,3,11433,DTW,4903,
03/01/1991,1991,3,11433,DTW,38,
03/01/1991,1991,3,11433,DTW,87,
03/01/1991,1991,3,11433,DTW,187,
03/01/1991,1991,3,11433,DTW,229,
03/01/1991,1991,3,11433,DTW,289,
03/01/1991,1991,3,11433,DTW,2557,
03/01/1991,1991,3,11433,DTW,4109,
03/01/1991,1991,3,11433,DTW,4625,
04/01/1991,1991,4,11433,DTW,472,
04/01/1991,1991,4,11433,DTW,834,
04/01/1991,1991,4,11433,DTW,1631,
04/01/1991,1991,4,11433,DTW,1040,
04/01/1991,1991,4,11433,DTW,2374,
04/01/1991,1991,4,11433,DTW,1092,
04/01/1991,1991,4,11433,DTW,957,
04/01/1991,1991,4,11433,DTW,1186,
04/01/1991,1991,4,11433,DTW,3492,
04/01/1991,1991,4,11433,DTW,130,
04/01/1991,1991,4,11433,DTW,130,
04/01/1991,1991,4,11433,DTW,390,
04/01/1991,1991,4,11433,DTW,270,
04/01/1991,1991,4,11433,DTW,214,
05/01/1991,1991,5,11433,DTW,704,
05/01/1991,1991,5,11433,DTW,289,
05/01/1991,1991,5,11433,DTW,2821,
05/01/1991,1991,5,11433,DTW,414,
05/01/1991,1991,5,11433,DTW,215,
05/01/1991,1991,5,11433,DTW,1430,
05/01/1991,1991,5,11433,DTW,273,
05/01/1991,1991,5,11433,DTW,151,
05/01/1991,1991,5,11433,DTW,670,
05/01/1991,1991,5,11433,DTW,347,
05/01/1991,1991,5,11433,DTW,995,
05/01/1991,1991,5,11433,DTW,36,
05/01/1991,1991,5,11433,DTW,151,
05/01/1991,1991,5,11433,DTW,161,
05/01/1991,1991,5,11433,DTW,181,
05/01/1991,1991,5,11433,DTW,294,
05/01/1991,1991,5,11433,DTW,562,
06/01/1991,1991,6,11433,DTW,270,
06/01/1991,1991,6,11433,DTW,504,
06/01/1991,1991,6,11433,DTW,1176,
06/01/1991,1991,6,11433,DTW,1626,
06/01/1991,1991,6,11433,DTW,356,
06/01/1991,1991,6,11433,DTW,288,
06/01/1991,1991,6,11433,DTW,111,
06/01/1991,1991,6,11433,DTW,1166,
06/01/1991,1991,6,11433,DTW,647,
06/01/1991,1991,6,11433,DTW,2185,
06/01/1991,1991,6,11433,DTW,4551,
07/01/1991,1991,7,11433,DTW,236,
07/01/1991,1991,7,11433,DTW,587,
07/01/1991,1991,7,11433,DTW,1686,
07/01/1991,1991,7,11433,DTW,1730,
07/01/1991,1991,7,11433,DTW,2045,
07/01/1991,1991,7,11433,DTW,3046,
07/01/1991,1991,7,11433,DTW,1002,
07/01/1991,1991,7,11433,DTW,553,
07/01/1991,1991,7,11433,DTW,102,
07/01/1991,1991,7,11433,DTW,115,
07/01/1991,1991,7,11433,DTW,323,
08/01/1991,1991,8,11433,DTW,334,
08/01/1991,1991,8,11433,DTW,1012,
08/01/1991,1991,8,11433,DTW,692,
08/01/1991,1991,8,11433,DTW,2968,
08/01/1991,1991,8,11433,DTW,1676,
08/01/1991,1991,8,11433,DTW,1640,
08/01/1991,1991,8,11433,DTW,748,
08/01/1991,1991,8,11433,DTW,1580,
08/01/1991,1991,8,11433,DTW,180,
08/01/1991,1991,8,11433,DTW,278,
08/01/1991,1991,8,11433,DTW,286,
08/01/1991,1991,8,11433,DTW,293,
09/01/1991,1991,9,11433,DTW,135,
09/01/1991,1991,9,11433,DTW,39,
09/01/1991,1991,9,11433,DTW,2209,
09/01/1991,1991,9,11433,DTW,3470,
09/01/1991,1991,9,11433,DTW,236,
09/01/1991,1991,9,11433,DTW,1611,
09/01/1991,1991,9,11433,DTW,3295,
09/01/1991,1991,9,11433,DTW,1318,
09/01/1991,1991,9,11433,DTW,3830,
09/01/1991,1991,9,11433,DTW,1653,
09/01/1991,1991,9,11433,DTW,54,
09/01/1991,1991,9,11433,DTW,3610,
10/01/1991,1991,10,11433,DTW,348,
10/01/1991,1991,10,11433,DTW,772,
10/01/1991,1991,10,11433,DTW,218,
10/01/1991,1991,10,11433,DTW,1686,
10/01/1991,1991,10,11433,DTW,647,
10/01/1991,1991,10,11433,DTW,248,
10/01/1991,1991,10,11433,DTW,678,
10/01/1991,1991,10,11433,DTW,143,
10/01/1991,1991,10,11433,DTW,156,
10/01/1991,1991,10,11433,DTW,158,
10/01/1991,1991,10,11433,DTW,213,
10/01/1991,1991,10,11433,DTW,221,
10/01/1991,1991,10,11433,DTW,2045,
11/01/1991,1991,11,11433,DTW,1761,
11/01/1991,1991,11,11433,DTW,581,
11/01/1991,1991,11,11433,DTW,608,
11/01/1991,1991,11,11433,DTW,979,
11/01/1991,1991,11,11433,DTW,263,
11/01/1991,1991,11,11433,DTW,118,
11/01/1991,1991,11,11433,DTW,3587,
11/01/1991,1991,11,11433,DTW,103,
11/01/1991,1991,11,11433,DTW,155,
11/01/1991,1991,11,11433,DTW,201,
11/01/1991,1991,11,11433,DTW,635,
11/01/1991,1991,11,11433,DTW,1364,
12/01/1991,1991,12,11433,DTW,267,
12/01/1991,1991,12,11433,DTW,250,
12/01/1991,1991,12,11433,DTW,4760,
12/01/1991,1991,12,11433,DTW,1396,
12/01/1991,1991,12,11433,DTW,1141,
12/01/1991,1991,12,11433,DTW,360,
12/01/1991,1991,12,11433,DTW,1148,
12/01/1991,1991,12,11433,DTW,377,
12/01/1991,1991,12,11433,DTW,1867,
12/01/1991,1991,12,11433,DTW,591,
12/01/1991,1991,12,11433,DTW,2695,
12/01/1991,1991,12,11433,DTW,1139,
12/01/1991,1991,12,11433,DTW,178,
12/01/1991,1991,12,11433,DTW,231,
12/01/1991,1991,12,11433,DTW,283,
12/01/1991,1991,12,11433,DTW,925,
01/01/1992,1992,1,11433,DTW,1154,
01/01/1992,1992,1,11433,DTW,183,
01/01/1992,1992,1,11433,DTW,1725,
01/01/1992,1992,1,11433,DTW,353,
01/01/1992,1992,1,11433,DTW,3063,
01/01/1992,1992,1,11433,DTW,2804,
01/01/1992,1992,1,11433,DTW,746,
01/01/1992,1992,1,11433,DTW,1391,
01/01/1992,1992,1,11433,DTW,1259,
01/01/1992,1992,1,11433,DTW,2634,
01/01/1992,1992,1,11433,DTW,4546,
01/01/1992,1992,1,11433,DTW,979,
01/01/1992,1992,1,11433,DTW,706,
01/01/1992,1992,1,11433,DTW,172,
01/01/1992,1992,1,11433,DTW,202,
01/01/1992,1992,1,11433,DTW,920,
01/01/1992,1992,1,11433,DTW,1306,
01/01/1992,1992,1,11433,DTW,1906,
02/01/1992,1992,2,11433,DTW,1493,
02/01/1992,1992,2,11433,DTW,1109,
02/01/1992,1992,2,11433,DTW,1980,
02/01/1992,1992,2,11433,DTW,1902,
02/01/1992,1992,2,11433,DTW,2698,
02/01/1992,1992,2,11433,DTW,699,
02/01/1992,1992,2,11433,DTW,998,
02/01/1992,1992,2,11433,DTW,167,
02/01/1992,1992,2,11433,DTW,1303,
02/01/1992,1992,2,11433,DTW,3726,
02/01/1992,1992,2,11433,DTW,1031,
02/01/1992,1992,2,11433,DTW,532,
02/01/1992,1992,2,11433,DTW,3411,
02/01/1992,1992,2,11433,DTW,5683,
02/01/1992,1992,2,11433,DTW,969,
02/01/1992,1992,2,11433,DTW,165,
02/01/1992,1992,2,11433,DTW,81,
02/01/1992,1992,2,11433,DTW,122,
02/01/1992,1992,2,11433,DTW,213,
02/01/1992,1992,2,11433,DTW,477,
02/01/1992,1992,2,11433,DTW,1725,
02/01/1992,1992,2,11433,DTW,1856,
02/01/1992,1992,2,11433,DTW,2776,
02/01/1992,1992,2,11433,DTW,4585,
03/01/1992,1992,3,11433,DTW,2857,
03/01/1992,1992,3,11433,DTW,893,
03/01/1992,1992,3,11433,DTW,1210,
03/01/1992,1992,3,11433,DTW,1305,
03/01/1992,1992,3,11433,DTW,164,
03/01/1992,1992,3,11433,DTW,1338,
03/01/1992,1992,3,11433,DTW,6156,
03/01/1992,1992,3,11433,DTW,3485,
03/01/1992,1992,3,11433,DTW,1229,
03/01/1992,1992,3,11433,DTW,5609,
03/01/1992,1992,3,11433,DTW,1672,
03/01/1992,1992,3,11433,DTW,940,
03/01/1992,1992,3,11433,DTW,714,
03/01/1992,1992,3,11433,DTW,1250,
03/01/1992,1992,3,11433,DTW,183,
03/01/1992,1992,3,11433,DTW,328,
03/01/1992,1992,3,11433,DTW,2269,
03/01/1992,1992,3,11433,DTW,2991,
04/01/1992,1992,4,11433,DTW,2590,
04/01/1992,1992,4,11433,DTW,2679,
04/01/1992,1992,4,11433,DTW,43,
04/01/1992,1992,4,11433,DTW,304,
04/01/1992,1992,4,11433,DTW,4063,
04/01/1992,1992,4,11433,DTW,5083,
04/01/1992,1992,4,11433,DTW,1039,
04/01/1992,1992,4,11433,DTW,146,
04/01/1992,1992,4,11433,DTW,216,
04/01/1992,1992,4,11433,DTW,927,
04/01/1992,1992,4,11433,DTW,1279,
04/01/1992,1992,4,11433,DTW,1193,
04/01/1992,1992,4,11433,DTW,1249,
04/01/1992,1992,4,11433,DTW,1355,
04/01/1992,1992,4,11433,DTW,385,
04/01/1992,1992,4,11433,DTW,1282,
04/01/1992,1992,4,11433,DTW,104,
04/01/1992,1992,4,11433,DTW,1419,
04/01/1992,1992,4,11433,DTW,3032,
05/01/1992,1992,5,11433,DTW,1376,
05/01/1992,1992,5,11433,DTW,124,
05/01/1992,1992,5,11433,DTW,524,
05/01/1992,1992,5,11433,DTW,5701,
05/01/1992,1992,5,11433,DTW,163,
05/01/1992,1992,5,11433,DTW,427,
05/01/1992,1992,5,11433,DTW,1114,
05/01/1992,1992,5,11433,DTW,468,
05/01/1992,1992,5,11433,DTW,192,
05/01/1992,1992,5,11433,DTW,127,
05/01/1992,1992,5,11433,DTW,1083,
05/01/1992,1992,5,11433,DTW,1931,
05/01/1992,1992,5,11433,DTW,89,
05/01/1992,1992,5,11433,DTW,151,
05/01/1992,1992,5,11433,DTW,167,
05/01/1992,1992,5,11433,DTW,4894,
06/01/1992,1992,6,11433,DTW,578,
06/01/1992,1992,6,11433,DTW,765,
06/01/1992,1992,6,11433,DTW,165,
06/01/1992,1992,6,11433,DTW,655,
06/01/1992,1992,6,11433,DTW,1003,
06/01/1992,1992,6,11433,DTW,690,
06/01/1992,1992,6,11433,DTW,2039,
06/01/1992,1992,6,11433,DTW,273,
06/01/1992,1992,6,11433,DTW,866,
06/01/1992,1992,6,11433,DTW,1416,
06/01/1992,1992,6,11433,DTW,213,
06/01/1992,1992,6,11433,DTW,63,
06/01/1992,1992,6,11433,DTW,73,
06/01/1992,1992,6,11433,DTW,121,
06/01/1992,1992,6,11433,DTW,128,
06/01/1992,1992,6,11433,DTW,128,
06/01/1992,1992,6,11433,DTW,158,
06/01/1992,1992,6,11433,DTW,218,
06/01/1992,1992,6,11433,DTW,247,
06/01/1992,1992,6,11433,DTW,262,
06/01/1992,1992,6,11433,DTW,276,
07/01/1992,1992,7,11433,DTW,1647,
07/01/1992,1992,7,11433,DTW,1974,
07/01/1992,1992,7,11433,DTW,1620,
07/01/1992,1992,7,11433,DTW,151,
07/01/1992,1992,7,11433,DTW,2417,
07/01/1992,1992,7,11433,DTW,1649,
07/01/1992,1992,7,11433,DTW,1019,
07/01/1992,1992,7,11433,DTW,205,
07/01/1992,1992,7,11433,DTW,318,
08/01/1992,1992,8,11433,DTW,1780,
08/01/1992,1992,8,11433,DTW,2212,
08/01/1992,1992,8,11433,DTW,2106,
08/01/1992,1992,8,11433,DTW,2657,
08/01/1992,1992,8,11433,DTW,1641,
08/01/1992,1992,8,11433,DTW,1273,
08/01/1992,1992,8,11433,DTW,250,
08/01/1992,1992,8,11433,DTW,193,
08/01/1992,1992,8,11433,DTW,149,
08/01/1992,1992,8,11433,DTW,167,
09/01/1992,1992,9,11433,DTW,1525,
09/01/1992,1992,9,11433,DTW,788,
09/01/1992,1992,9,11433,DTW,969,
09/01/1992,1992,9,11433,DTW,731,
09/01/1992,1992,9,11433,DTW,768,
09/01/1992,1992,9,11433,DTW,2038,
09/01/1992,1992,9,11433,DTW,150,
10/01/1992,1992,10,11433,DTW,921,
10/01/1992,1992,10,11433,DTW,1647,
10/01/1992,1992,10,11433,DTW,285,
10/01/1992,1992,10,11433,DTW,990,
10/01/1992,1992,10,11433,DTW,169,
10/01/1992,1992,10,11433,DTW,194,
10/01/1992,1992,10,11433,DTW,279,
10/01/1992,1992,10,11433,DTW,336,
11/01/1992,1992,11,11433,DTW,516,
11/01/1992,1992,11,11433,DTW,1015,
11/01/1992,1992,11,11433,DTW,220,
11/01/1992,1992,11,11433,DTW,1231,
11/01/1992,1992,11,11433,DTW,288,
11/01/1992,1992,11,11433,DTW,3969,
11/01/1992,1992,11,11433,DTW,282,
11/01/1992,1992,11,11433,DTW,424,
11/01/1992,1992,11,11433,DTW,304,
11/01/1992,1992,11,11433,DTW,4680,
12/01/1992,1992,12,11433,DTW,180,
12/01/1992,1992,12,11433,DTW,125,
12/01/1992,1992,12,11433,DTW,203,
12/01/1992,1992,12,11433,DTW,1224,
12/01/1992,1992,12,11433,DTW,348,
12/01/1992,1992,12,11433,DTW,1010,
12/01/1992,1992,12,11433,DTW,510,
12/01/1992,1992,12,11433,DTW,410,
12/01/1992,1992,12,11433,DTW,76,
12/01/1992,1992,12,11433,DTW,315,
12/01/1992,1992,12,11433,DTW,3265,
12/01/1992,1992,12,11433,DTW,1669,
12/01/1992,1992,12,11433,DTW,165,
12/01/1992,1992,12,11433,DTW,929,
12/01/1992,1992,12,11433,DTW,2685,
12/01/1992,1992,12,11433,DTW,52,
12/01/1992,1992,12,11433,DTW,135,
12/01/1992,1992,12,11433,DTW,210,
12/01/1992,1992,12,11433,DTW,271,
12/01/1992,1992,12,11433,DTW,372,
01/01/1993,1993,1,11433,DTW,173,
01/01/1993,1993,1,11433,DTW,1633,
01/01/1993,1993,1,11433,DTW,34,
01/01/1993,1993,1,11433,DTW,1329,
01/01/1993,1993,1,11433,DTW,42,
01/01/1993,1993,1,11433,DTW,1024,
01/01/1993,1993,1,11433,DTW,1260,
01/01/1993,1993,1,11433,DTW,1071,
01/01/1993,1993,1,11433,DTW,797,
01/01/1993,1993,1,11433,DTW,1509,
01/01/1993,1993,1,11433,DTW,3565,
01/01/1993,1993,1,11433,DTW,173,
01/01/1993,1993,1,11433,DTW,603,
01/01/1993,1993,1,11433,DTW,3790,
01/01/1993,1993,1,11433,DTW,3189,
01/01/1993,1993,1,11433,DTW,2803,
01/01/1993,1993,1,11433,DTW,1119,
01/01/1993,1993,1,11433,DTW,35,
01/01/1993,1993,1,11433,DTW,871,
02/01/1993,1993,2,11433,DTW,561,
02/01/1993,1993,2,11433,DTW,1070,
02/01/1993,1993,2,11433,DTW,1186,
02/01/1993,1993,2,11433,DTW,4645,
02/01/1993,1993,2,11433,DTW,2872,
02/01/1993,1993,2,11433,DTW,1173,
02/01/1993,1993,2,11433,DTW,976,
02/01/1993,1993,2,11433,DTW,1135,
02/01/1993,1993,2,11433,DTW,369,
02/01/1993,1993,2,11433,DTW,674,
02/01/1993,1993,2,11433,DTW,1462,
02/01/1993,1993,2,11433,DTW,3900,
02/01/1993,1993,2,11433,DTW,2753,
02/01/1993,1993,2,11433,DTW,1688,
02/01/1993,1993,2,11433,DTW,484,
02/01/1993,1993,2,11433,DTW,1628,
02/01/1993,1993,2,11433,DTW,707,
02/01/1993,1993,2,11433,DTW,55,
02/01/1993,1993,2,11433,DTW,159,
02/01/1993,1993,2,11433,DTW,233,
02/01/1993,1993,2,11433,DTW,322,
02/01/1993,1993,2,11433,DTW,1243,
02/01/1993,1993,2,11433,DTW,3595,
02/01/1993,1993,2,11433,DTW,3662,
02/01/1993,1993,2,11433,DTW,4920,
03/01/1993,1993,3,11433,DTW,238,
03/01/1993,1993,3,11433,DTW,8303,
03/01/1993,1993,3,11433,DTW,1092,
03/01/1993,1993,3,11433,DTW,1807,
03/01/1993,1993,3,11433,DTW,337,
03/01/1993,1993,3,11433,DTW,261,
03/01/1993,1993,3,11433,DTW,168,
03/01/1993,1993,3,11433,DTW,482,
03/01/1993,1993,3,11433,DTW,4115,
03/01/1993,1993,3,11433,DTW,1382,
03/01/1993,1993,3,11433,DTW,343,
