Year,Month,usg_apt,Total,JFKCapacity,DTWCapacity,SFOCapacity,Concurrencia,OcupancyPercentage,
2003,6,SFO,17000,,,,Bajo,0.033867177,
2003,7,SFO,12947,,,,Bajo,0.025792844,
2003,8,SFO,8621,,,,Bajo,0.017174643,
2003,9,SFO,11295,,,,Bajo,0.022501751,
2003,10,SFO,14382,,,,Bajo,0.028651632,
2003,11,SFO,25431,,,,Bajo,0.050663305,
2003,12,SFO,17726,,,,Bajo,0.035313505,
2004,1,SFO,18537,,,,Bajo,0.036929168,
2004,2,SFO,26554,,,,Bajo,0.05290053,
2004,3,SFO,20320,,,,Bajo,0.040481237,
2004,4,SFO,16676,,,,Bajo,0.033221708,
2004,5,SFO,9879,,,,Bajo,0.019680814,
2004,6,SFO,6607,,,,Bajo,0.013162379,
2004,7,SFO,8533,,,,Bajo,0.016999331,
2004,8,SFO,7708,,,,Bajo,0.015355776,
2004,9,SFO,5144,,,,Bajo,0.010247809,
2004,10,SFO,8043,,,,Bajo,0.016023159,
2004,11,SFO,22863,,,,Bajo,0.045547369,
2004,12,SFO,23902,,,,Bajo,0.047617251,
2005,1,SFO,16598,,,,Bajo,0.033066318,
2005,2,SFO,24561,,,,Bajo,0.048930102,
2005,3,SFO,25778,,,,Bajo,0.051354593,
2005,4,SFO,23737,,,,Bajo,0.04728854,
2005,5,SFO,24534,,,,Bajo,0.048876313,
2005,6,SFO,19802,,,,Bajo,0.039449285,
2005,7,SFO,21038,,,,Bajo,0.041911628,
2005,8,SFO,31686,,,,Bajo,0.063124434,
2005,9,SFO,31227,,,,Bajo,0.06221002,
2005,10,SFO,30395,,,,Bajo,0.06055252,
2005,11,SFO,17968,,,,Bajo,0.035795614,
2005,12,SFO,20833,,,,Bajo,0.041503229,
2006,1,SFO,19475,,,,Bajo,0.03879784,
2006,2,SFO,15473,,,,Bajo,0.030825108,
2006,3,SFO,24839,,,,Bajo,0.04948393,
2006,4,SFO,12332,,,,Bajo,0.024567649,
2006,5,SFO,13265,,,,Bajo,0.026426359,
2006,6,SFO,8749,,,,Bajo,0.017429643,
2006,7,SFO,14479,,,,Bajo,0.028844874,
2006,8,SFO,12140,,,,Bajo,0.024185149,
2006,9,SFO,26162,,,,Bajo,0.052119593,
2006,10,SFO,21608,,,,Bajo,0.043047174,
2006,11,SFO,31760,,,,Bajo,0.063271855,
2006,12,SFO,23415,,,,Bajo,0.046647056,
2007,1,SFO,36573,,,,Bajo,0.072860251,
2007,2,SFO,41479,,,,Bajo,0.08263392,
2007,3,SFO,38113,,,,Bajo,0.075928219,
2007,4,SFO,23768,,,,Bajo,0.047350298,
2007,5,SFO,16711,,,,Bajo,0.033291435,
2007,6,SFO,13125,,,,Bajo,0.026147453,
2007,7,SFO,11399,,,,Bajo,0.022708938,
2007,8,SFO,9765,,,,Bajo,0.019453705,
2007,9,SFO,10134,,,,Bajo,0.020188822,
2007,10,SFO,19545,,,,Bajo,0.038937293,
2007,11,SFO,33358,,,,Bajo,0.06645537,
2007,12,SFO,26071,,,,Bajo,0.051938304,
2008,1,SFO,28413,,,,Bajo,0.056604006,
2008,2,SFO,31656,,,,Bajo,0.063064668,
2008,3,SFO,22443,,,,Bajo,0.04471065,
2008,4,SFO,18695,,,,Bajo,0.037243934,
2008,5,SFO,16143,,,,Bajo,0.032159873,
2008,6,SFO,6420,,,,Bajo,0.01278984,
2008,7,SFO,6827,,,,Bajo,0.01360066,
2008,8,SFO,6723,,,,Bajo,0.013393472,
2008,9,SFO,4825,,,,Bajo,0.009612302,
2008,10,SFO,7764,,,,Bajo,0.015467339,
2008,11,SFO,11593,,,,Bajo,0.023095423,
2008,12,SFO,19662,,,,Bajo,0.039170378,
2009,1,SFO,21211,,,,Bajo,0.042256276,
2009,2,SFO,37472,,,,Bajo,0.074651227,
2009,3,SFO,18918,,,,Bajo,0.037688191,
2009,4,SFO,20109,,,,Bajo,0.040060886,
2009,5,SFO,25489,,,,Bajo,0.050778851,
2009,6,SFO,16121,,,,Bajo,0.032116045,
2009,7,SFO,20437,,,,Bajo,0.040714323,
2009,8,SFO,15474,,,,Bajo,0.0308271,
2009,9,SFO,27677,,,,Bajo,0.055137756,
2009,10,SFO,30484,,,,Bajo,0.060729825,
2009,11,SFO,37873,,,,Bajo,0.075450094,
2009,12,SFO,22658,,,,Bajo,0.04513897,
2010,1,SFO,29379,,,,Bajo,0.058528458,
2010,2,SFO,31109,,,,Bajo,0.061974942,
2010,3,SFO,14371,,,,Bajo,0.028629718,
2010,4,SFO,14103,,,,Bajo,0.028095812,
2010,5,SFO,23856,,,,Bajo,0.04752561,
2010,6,SFO,26822,,,,Bajo,0.053434437,
2010,7,SFO,26808,,,,Bajo,0.053406546,
2010,8,SFO,25543,,,,Bajo,0.05088643,
2010,9,SFO,19487,,,,Bajo,0.038821746,
2010,10,SFO,25588,,,,Bajo,0.050976078,
2010,11,SFO,25792,,,,Bajo,0.051382484,
2010,12,SFO,21186,,,,Bajo,0.042206471,
2011,1,SFO,28834,,,,Bajo,0.057442717,
2011,2,SFO,37763,,,,Bajo,0.075230953,
2011,3,SFO,27767,,,,Bajo,0.055317053,
2011,4,SFO,23616,,,,Bajo,0.047047485,
2011,5,SFO,27796,,,,Bajo,0.055374827,
2011,6,SFO,28865,,,,Bajo,0.057504474,
2011,7,SFO,13248,,,,Bajo,0.026392492,
2011,8,SFO,13177,,,,Bajo,0.026251047,
2011,9,SFO,20307,,,,Bajo,0.040455339,
2011,10,SFO,18304,,,,Bajo,0.036464989,
2011,11,SFO,27103,,,,Bajo,0.053994241,
2011,12,SFO,15138,,,,Bajo,0.030157725,
2012,1,SFO,28478,,,,Bajo,0.056733498,
2012,2,SFO,27385,,,,Bajo,0.054556038,
2012,3,SFO,13088,,,,Bajo,0.026073742,
2012,4,SFO,13782,,,,Bajo,0.02745632,
2012,5,SFO,13132,,,,Bajo,0.026161398,
2012,6,SFO,16355,,,,Bajo,0.032582216,
2012,7,SFO,15793,,,,Bajo,0.031462607,
2012,8,SFO,7847,,,,Bajo,0.01563269,
2012,9,SFO,40285,,,,Bajo,0.080255249,
2012,10,SFO,20067,,,,Bajo,0.039977214,
2012,11,SFO,19894,,,,Bajo,0.039632566,
2012,12,SFO,16877,,,,Bajo,0.033622138,
2013,1,SFO,22149,,,,Bajo,0.044124947,
2013,2,SFO,23084,,,,Bajo,0.045987642,
2013,3,SFO,6062,,,,Bajo,0.012076637,
2013,4,SFO,13348,,,,Bajo,0.026591711,
2013,5,SFO,11141,,,,Bajo,0.022194954,
2013,6,SFO,25869,,,,Bajo,0.051535882,
2013,7,SFO,15862,,,,Bajo,0.031600068,
2013,8,SFO,11858,,,,Bajo,0.023623352,
2013,9,SFO,13687,,,,Bajo,0.027267062,
2013,10,SFO,20116,,,,Bajo,0.040074831,
2013,11,SFO,30744,,,,Bajo,0.061247794,
2013,12,SFO,27494,,,,Bajo,0.054773186,
2014,1,SFO,34094,,,,Bajo,0.06792162,
2014,2,SFO,30026,,,,Bajo,0.059817403,
2014,3,SFO,15878,,,,Bajo,0.031631943,
2014,4,SFO,18956,,,,Bajo,0.037763895,
2014,5,SFO,20465,,,,Bajo,0.040770105,
2014,6,SFO,15982,,,,Bajo,0.031839131,
2014,7,SFO,25056,,,,Bajo,0.049916235,
2014,8,SFO,16513,,,,Bajo,0.032896982,
2014,9,SFO,36995,,,,Bajo,0.073700954,
2014,10,SFO,29556,,,,Bajo,0.058881075,
2014,11,SFO,30091,,,,Bajo,0.059946895,
2014,12,SFO,19595,,,,Bajo,0.039036902,
2015,1,SFO,33289,,,,Bajo,0.066317909,
2015,2,SFO,29176,,,,Bajo,0.058124044,
2015,3,SFO,23480,,,,Bajo,0.046776548,
2015,4,SFO,19108,,,,Bajo,0.038066707,
2015,5,SFO,18082,,,,Bajo,0.036022723,
2015,6,SFO,9856,,,,Bajo,0.019634994,
2015,7,SFO,10240,,,,Bajo,0.020399994,
2015,8,SFO,12333,,,,Bajo,0.024569641,
2015,9,SFO,32687,,,,Bajo,0.065118613,
2015,10,SFO,23586,,,,Bajo,0.04698772,
2015,11,SFO,20988,,,,Bajo,0.041812018,
2015,12,SFO,20540,,,,Bajo,0.040919519,
2016,1,SFO,30949,,,,Bajo,0.061656192,
2016,2,SFO,39846,,,,Bajo,0.079380679,
2016,3,SFO,22201,,,,Bajo,0.044228541,
2016,4,SFO,27705,,,,Bajo,0.055193538,
2016,5,SFO,24288,,,,Bajo,0.048386235,
2016,6,SFO,28048,,,,Bajo,0.055876858,
2016,7,SFO,27550,,,,Bajo,0.054884749,
2016,8,SFO,25406,,,,Bajo,0.0506135,
2016,9,SFO,49566,,,,Bajo,0.098744735,
2016,10,SFO,42612,,,,Bajo,0.084891067,
2016,11,SFO,26683,,,,Bajo,0.053157523,
2016,12,SFO,29974,,,,Bajo,0.05971381,
2017,1,SFO,34712,,,,Bajo,0.069152791,
2017,2,SFO,39624,,,,Bajo,0.078938413,
2017,3,SFO,22363,,,,Bajo,0.044551275,
2017,4,SFO,29974,,,,Bajo,0.05971381,
2017,5,SFO,24205,,,,Bajo,0.048220883,
2017,6,SFO,34855,,,,Bajo,0.069437674,
2017,7,SFO,22986,,,,Bajo,0.045792408,
2017,8,SFO,31218,,,,Bajo,0.06219209,
2017,9,SFO,53682,,,,Moderado,0.106944576,
2017,10,SFO,42781,,,,Bajo,0.085227747,
2017,11,SFO,32965,,,,Bajo,0.065672441,
2017,12,SFO,30872,,,,Bajo,0.061502793,
2018,1,SFO,29198,,,,Bajo,0.058167873,
2018,2,SFO,28866,,,,Bajo,0.057506467,
2018,3,SFO,29851,,,,Bajo,0.059468771,
2018,4,SFO,30304,,,,Bajo,0.060371231,
2018,5,SFO,51513,,,,Moderado,0.102623523,
2018,6,SFO,42137,,,,Bajo,0.083944779,
2018,7,SFO,30102,,,,Bajo,0.05996881,
2018,8,SFO,29599,,,,Bajo,0.05896674,
2018,9,SFO,50309,,,,Moderado,0.10022493,
2018,10,SFO,47996,,,,Bajo,0.095617002,
2018,11,SFO,41562,,,,Bajo,0.082799271,
2018,12,SFO,37310,,,,Bajo,0.074328493,
2019,1,SFO,37904,,,,Bajo,0.075511852,
2019,2,SFO,39161,,,,Bajo,0.07801603,
2019,3,SFO,23703,,,,Bajo,0.047220806,
2019,4,SFO,35880,,,,Bajo,0.071479665,
2019,5,SFO,34510,,,,Bajo,0.068750369,
2019,6,SFO,27191,,,,Bajo,0.054169554,
2019,7,SFO,13549,,,,Bajo,0.02699214,
2019,8,SFO,13877,,,,Bajo,0.027645577,
2019,9,SFO,38268,,,,Bajo,0.076237008,
2019,10,SFO,40876,,,,Bajo,0.081432631,
2019,11,SFO,49740,,,,Bajo,0.099091376,
2019,12,SFO,39592,,,,Bajo,0.078874663,
2020,1,SFO,34227,,,,Bajo,0.06818658,
2020,2,SFO,63538,,,,Moderado,0.12657957,
2020,3,SFO,105078,,,,Alto,0.209335013,
